id_tarjeta,id_cliente,id_cliente_original,indice_tarjeta,marca_tarjeta,tipo_tarjeta,numero_tarjeta,fecha_expiracion,cvv,tiene_chip,tarjetas_emitidas,limite_credito,fecha_apertura,ano_ultimo_pin,en_dark_web
257,88,88,0,Mastercard,Débito,5956798767354537,04/2020,927,SÍ,2,11521.0,02/2020,2020,No
258,88,88,1,Visa,Crédito,4949830998579625,06/2020,561,NO,1,8600.0,01/2020,2020,No
259,89,89,0,Amex,Crédito,323782494048404,03/2020,659,SÍ,1,9800.0,08/2003,2010,No
260,89,89,1,Visa,Crédito,4172882144788973,03/2012,902,SÍ,2,11300.0,02/2008,2009,No
261,89,89,2,Mastercard,Crédito,5153494647482349,10/2019,492,SÍ,1,8400.0,04/2009,2011,No
262,89,89,3,Mastercard,Débito,5513208341097350,12/2023,789,SÍ,1,16597.0,01/1999,2009,No
263,89,89,4,Amex,Crédito,316138720673532,09/2020,876,SÍ,2,9400.0,09/2008,2008,No
264,90,90,0,Visa,Débito,4709941855155413,12/2008,122,SÍ,1,18702.0,12/2007,2007,No
265,91,91,0,Visa,Débito,4725438629956463,06/2022,675,SÍ,1,24806.0,06/2007,2007,No
266,91,91,1,Visa,Débito,4992990568824247,05/2023,457,SÍ,1,19856.0,11/2007,2011,No
267,92,92,0,Visa,Debit (Prepaid),4580252759299284,02/2021,397,SÍ,2,68.0,02/2010,2010,No
268,92,92,1,Amex,Crédito,347103137777594,12/2022,791,SÍ,2,4900.0,06/2009,2009,No
269,93,93,0,Mastercard,Débito,5779387577644606,02/2022,421,SÍ,1,13390.0,02/2020,2020,No
270,93,93,1,Amex,Crédito,343258769247986,11/2024,210,SÍ,3,8400.0,02/2020,2020,No
271,94,94,0,Amex,Crédito,374396421501669,03/2024,659,SÍ,2,13700.0,02/2012,2012,No
272,95,95,0,Discover,Crédito,6308795344040919,11/2024,205,SÍ,2,4200.0,06/2016,2016,No
273,96,96,0,Visa,Débito,4439832703761219,08/2020,424,SÍ,2,2292.0,10/2009,2015,No
274,96,96,1,Amex,Crédito,304372446656131,03/2021,495,SÍ,1,8800.0,07/2010,2010,No
275,97,97,0,Mastercard,Crédito,5881384408371205,03/2023,312,NO,2,7600.0,11/2006,2009,No
276,97,97,1,Visa,Crédito,4966727954053977,11/2021,756,SÍ,2,6200.0,05/2005,2018,No
277,98,98,0,Mastercard,Crédito,5784959743819578,07/2023,348,SÍ,1,12900.0,06/1999,2011,No
278,98,98,1,Mastercard,Débito,5617375085275816,06/2022,228,SÍ,2,18820.0,09/2008,2015,No
279,98,98,2,Visa,Débito,4813292561037475,07/2005,979,SÍ,2,16167.0,06/2004,2009,No
280,98,98,3,Mastercard,Crédito,5659042637826477,06/2023,857,SÍ,2,4200.0,02/2007,2011,No
281,98,98,4,Mastercard,Débito,5691123059106648,08/2024,190,SÍ,2,18861.0,06/2006,2011,No
282,98,98,5,Visa,Débito,4803335286454198,02/2020,568,NO,1,27231.0,02/2011,2011,No
283,99,99,0,Visa,Débito,4274334344737347,12/2024,174,SÍ,1,24390.0,02/2020,2020,No
284,99,99,1,Mastercard,Débito,5073514573038606,02/2023,802,SÍ,1,3106.0,02/2020,2020,No
285,100,100,0,Mastercard,Débito,5550999995379539,07/2020,980,SÍ,2,13595.0,03/2006,2010,No
286,100,100,1,Discover,Crédito,6616646974839947,11/2009,72,NO,2,12300.0,10/2009,2009,No
287,100,100,2,Mastercard,Crédito,5384097503885721,02/2019,704,SÍ,2,12300.0,08/2005,2009,No
288,100,100,3,Mastercard,Débito,5082019741631139,04/2021,459,SÍ,1,20743.0,06/2016,2016,No
289,100,100,4,Mastercard,Débito,5843429452249829,08/2021,570,SÍ,2,17706.0,06/2003,2010,No
290,100,100,5,Mastercard,Débito,5898198294277172,08/2022,332,SÍ,2,20962.0,05/2009,2009,No
291,100,100,6,Mastercard,Débito,5433366978583845,03/2024,530,SÍ,2,19439.0,01/1997,2007,No
292,101,101,0,Visa,Débito,4073664438482773,03/2022,973,NO,1,30160.0,06/2003,2017,No
293,101,101,1,Amex,Crédito,349088998842560,06/2022,652,SÍ,2,0.0,06/2018,2018,No
294,101,101,2,Visa,Débito,4701143570043786,11/2012,807,NO,1,28937.0,02/2004,2008,No
295,102,102,0,Mastercard,Debit (Prepaid),5151149006132572,05/2020,636,NO,2,22.0,03/2005,2011,No
296,102,102,1,Mastercard,Débito,5289860104321083,08/2015,59,SÍ,2,1575.0,01/2004,2005,No
297,102,102,2,Mastercard,Débito,5496658602251095,12/2020,962,SÍ,2,7562.0,10/2002,2011,No
298,102,102,3,Mastercard,Débito,5571413073625472,05/2024,741,SÍ,2,17211.0,08/1999,2013,No
299,102,102,4,Visa,Crédito,4255418851751854,06/2010,361,NO,2,9500.0,05/2008,2010,No
300,103,103,0,Mastercard,Débito,5718393085724653,11/2022,117,SÍ,2,24191.0,06/2011,2011,No
301,103,103,1,Mastercard,Debit (Prepaid),5358119472579247,03/2023,129,SÍ,2,68.0,07/2005,2006,No
302,103,103,2,Mastercard,Débito,5615933957470022,02/2020,432,SÍ,2,8037.0,05/2007,2010,No
303,103,103,3,Mastercard,Debit (Prepaid),5310685272979011,02/2018,830,SÍ,2,97.0,02/2009,2015,No
304,104,104,0,Mastercard,Débito,5198251438400161,05/2021,789,SÍ,1,15555.0,01/2020,2020,No
305,104,104,1,Mastercard,Débito,5306340091674907,05/2016,523,SÍ,1,18242.0,04/2016,2016,No
306,104,104,2,Visa,Debit (Prepaid),4338828980282998,12/2021,148,SÍ,2,62.0,02/2020,2020,No
307,104,104,3,Visa,Débito,4430018858326722,12/2022,451,NO,1,16715.0,01/2020,2020,No
308,105,105,0,Mastercard,Debit (Prepaid),5439358068470043,02/2020,309,SÍ,1,46.0,02/2020,2020,No
309,106,106,0,Mastercard,Débito,5139001522381220,04/2021,740,SÍ,2,20195.0,02/2012,2012,No
310,106,106,1,Mastercard,Débito,5420521698473433,07/2019,257,SÍ,2,39818.0,06/2019,2019,No
311,106,106,2,Visa,Débito,4873407892539448,09/2018,423,SÍ,2,33736.0,05/2010,2010,No
312,107,107,0,Mastercard,Débito,5205177909482379,11/2011,911,SÍ,2,17850.0,08/2008,2008,No
313,107,107,1,Amex,Crédito,324624221959001,02/2021,846,SÍ,2,11300.0,08/2005,2008,No
314,108,108,0,Visa,Débito,4853013168432421,09/2015,554,NO,2,1981.0,05/2010,2014,No
315,108,108,1,Mastercard,Débito,5770027992115355,07/2024,811,SÍ,1,15695.0,08/2009,2010,No
316,108,108,2,Mastercard,Débito,5305462513282842,06/2014,605,SÍ,2,23475.0,03/2008,2011,No
317,109,109,0,Mastercard,Crédito,5656749855983523,06/2017,315,SÍ,1,12900.0,11/2001,2011,No
318,109,109,1,Mastercard,Debit (Prepaid),5755720451424427,02/2021,988,SÍ,1,91.0,04/2011,2011,No
319,109,109,2,Mastercard,Débito,5833925436440570,10/2022,344,SÍ,2,15341.0,02/1999,2014,No
320,110,110,0,Mastercard,Débito,5116904368864992,06/2015,698,SÍ,2,42116.0,09/2010,2011,No
321,110,110,1,Mastercard,Débito,5945680972992846,01/2020,843,NO,2,39312.0,01/2020,2020,No
322,111,111,0,Visa,Débito,4082503635321960,04/2008,947,NO,2,21370.0,06/2005,2010,No
323,111,111,1,Amex,Crédito,356204311290241,12/2022,312,SÍ,2,16700.0,10/2011,2011,No
324,111,111,2,Amex,Crédito,356951210404599,10/2024,952,SÍ,1,17800.0,11/2007,2011,No
325,111,111,3,Mastercard,Crédito,5697567028506344,11/2020,356,SÍ,2,16200.0,12/2007,2011,No
326,111,111,4,Amex,Crédito,333504501414647,12/2020,276,SÍ,1,17700.0,05/2011,2013,No
327,112,112,0,Mastercard,Crédito,5106045376475662,03/2021,686,SÍ,1,14600.0,01/2000,2012,No
328,112,112,1,Visa,Crédito,4899127312611091,07/2024,490,SÍ,2,10700.0,09/2009,2011,No
329,112,112,2,Mastercard,Debit (Prepaid),5241392304445807,07/2023,137,SÍ,1,89.0,04/2010,2010,No
330,113,113,0,Mastercard,Débito,5691422356177731,09/2006,349,SÍ,3,11398.0,08/2006,2013,No
331,114,114,0,Mastercard,Crédito,5272030426588008,12/2023,905,SÍ,2,8200.0,12/2008,2010,No
332,114,114,1,Mastercard,Crédito,5399201189421219,06/2021,479,SÍ,1,6100.0,08/2008,2008,No
333,114,114,2,Mastercard,Débito,5158754138100901,07/2024,813,SÍ,1,15820.0,06/2011,2011,No
334,115,115,0,Mastercard,Débito,5607458054846909,08/2023,252,SÍ,2,9774.0,02/2020,2020,No
335,116,116,0,Visa,Débito,4199613929770276,09/2023,765,SÍ,1,22833.0,05/2013,2013,No
336,116,116,1,Visa,Débito,4912898188628991,11/2022,446,SÍ,1,48502.0,01/2020,2020,No
337,116,116,2,Visa,Débito,4729953228374508,07/2022,461,SÍ,2,34888.0,04/2019,2019,No
338,116,116,3,Visa,Débito,4164595738782783,08/2019,90,NO,1,29503.0,08/2014,2014,No
339,116,116,4,Mastercard,Débito,5036328460113700,08/2021,627,SÍ,2,19570.0,01/2019,2019,No
340,116,116,5,Mastercard,Débito,5975006425756630,12/2023,551,SÍ,1,22297.0,05/2017,2017,No
341,116,116,6,Visa,Débito,4420959167134444,09/2023,75,SÍ,1,20031.0,06/2015,2015,No
342,116,116,7,Mastercard,Débito,5016998590035219,02/2020,597,SÍ,2,30323.0,02/2020,2020,No
343,116,116,8,Amex,Crédito,308100975355379,04/2024,881,SÍ,1,19000.0,01/2020,2020,No
344,117,117,0,Mastercard,Débito,5835253444174486,02/2020,308,SÍ,1,18162.0,07/2018,2018,No
345,117,117,1,Visa,Debit (Prepaid),4049734716799356,12/2020,662,SÍ,1,54.0,01/2020,2020,No
346,117,117,2,Mastercard,Crédito,5314005209195975,08/2022,991,SÍ,1,8700.0,02/2020,2020,No
347,117,117,3,Mastercard,Débito,5849554532579598,05/2021,767,SÍ,1,14295.0,01/2020,2020,No
348,118,118,0,Visa,Débito,4997798155113400,11/2024,545,NO,1,17620.0,11/2019,2019,No
349,118,118,1,Mastercard,Débito,5309940542589432,02/2020,924,SÍ,2,17201.0,01/2015,2015,No
350,118,118,2,Discover,Crédito,6108413838069051,08/2021,894,SÍ,1,8300.0,01/2020,2020,No
351,119,119,0,Visa,Débito,4251102360489444,08/2023,439,SÍ,2,17853.0,11/2008,2011,No
352,119,119,1,Mastercard,Débito,5557372707231204,12/2024,434,SÍ,1,10794.0,04/2018,2018,No
353,119,119,2,Mastercard,Débito,5865546237246039,12/2019,155,SÍ,1,15832.0,11/2010,2011,No
354,120,120,0,Mastercard,Debit (Prepaid),5878511318941183,10/2006,699,SÍ,1,26.0,07/2006,2019,No
355,120,120,1,Mastercard,Crédito,5825403139414547,05/2013,531,SÍ,2,16300.0,11/2007,2009,No
356,121,121,0,Mastercard,Débito,5407870927189092,10/2024,228,SÍ,2,14836.0,01/2020,2020,No
357,121,121,1,Mastercard,Débito,5089025651729124,07/2024,464,SÍ,2,13972.0,01/2020,2020,No
358,122,122,0,Mastercard,Débito,5847313041147612,06/2024,574,SÍ,1,33103.0,06/2013,2013,No
359,122,122,1,Mastercard,Débito,5454341430423098,09/2023,247,SÍ,1,20847.0,08/2008,2010,No
360,122,122,2,Mastercard,Débito,5183724144988670,11/2013,569,SÍ,1,31807.0,10/2013,2013,No
361,122,122,3,Visa,Crédito,4903105068681962,03/2024,274,SÍ,1,16100.0,02/2002,2014,No
362,123,123,0,Mastercard,Débito,5370803294413435,07/2021,851,SÍ,1,28894.0,05/2002,2011,No
363,123,123,1,Visa,Debit (Prepaid),4129518763612024,03/2002,84,SÍ,1,61.0,02/2002,2009,No
364,123,123,2,Visa,Crédito,4164752448797896,02/2023,24,SÍ,1,12500.0,09/2010,2012,No
365,124,124,0,Mastercard,Débito,5557896137687493,06/2023,598,SÍ,2,15409.0,04/2009,2010,No
366,124,124,1,Mastercard,Crédito,5675172699563859,08/2023,294,SÍ,1,5300.0,10/2003,2012,No
367,124,124,2,Mastercard,Débito,5259283165298575,12/2016,403,SÍ,1,13469.0,05/2006,2009,No
368,125,125,0,Mastercard,Débito,5155446517379011,05/2020,719,SÍ,1,16524.0,01/2020,2020,No
369,125,125,1,Mastercard,Débito,5831064486667385,01/2020,570,NO,1,29526.0,01/2020,2020,No
370,125,125,2,Mastercard,Débito,5157956439521808,07/2023,657,SÍ,1,16407.0,02/2020,2020,No
371,126,126,0,Mastercard,Debit (Prepaid),5874195902667119,04/2023,206,SÍ,2,61.0,06/2008,2015,No
372,126,126,1,Mastercard,Débito,5803563077451662,11/2020,827,SÍ,2,40628.0,10/2009,2014,No
373,126,126,2,Mastercard,Débito,5283475217390040,08/2010,149,SÍ,2,24980.0,04/2008,2014,No
374,127,127,0,Mastercard,Débito,5316882967513700,05/2020,122,SÍ,1,10290.0,02/2020,2020,No
375,127,127,1,Mastercard,Debit (Prepaid),5962806753089588,01/2023,217,SÍ,1,84.0,10/2018,2018,No
376,128,128,0,Visa,Débito,4631099146168683,12/2018,597,SÍ,1,13725.0,03/2007,2014,No
377,128,128,1,Visa,Débito,4716755530325962,12/2024,821,SÍ,2,8278.0,09/2008,2010,No
378,128,128,2,Visa,Débito,4053406246662206,09/2020,491,SÍ,2,13514.0,06/2009,2018,No
379,128,128,3,Mastercard,Crédito,5105518827174579,11/2024,883,SÍ,1,3800.0,04/2011,2011,No
380,129,129,0,Mastercard,Débito,5192370991764802,10/2024,603,SÍ,2,15119.0,04/2005,2011,No
381,130,130,0,Mastercard,Debit (Prepaid),5182568921946800,01/2021,310,SÍ,1,81.0,01/2020,2020,No
382,130,130,1,Mastercard,Débito,5394718113711366,02/2020,16,SÍ,1,34183.0,01/2020,2020,No
383,130,130,2,Visa,Crédito,4864430404023760,07/2022,534,SÍ,1,22200.0,01/2020,2020,No
384,131,131,0,Mastercard,Débito,5124153601404702,02/2022,6,SÍ,1,15117.0,02/2020,2020,No
385,131,131,1,Visa,Debit (Prepaid),4073696489940421,04/2020,274,SÍ,2,81.0,06/2010,2010,No
386,132,132,0,Mastercard,Débito,5476802835185783,05/2023,744,SÍ,2,1543.0,06/2003,2009,No
387,133,133,0,Mastercard,Débito,5753359093924163,09/2024,795,SÍ,1,22821.0,01/2020,2020,No
388,133,133,1,Visa,Crédito,4201957315957623,01/2023,619,SÍ,1,13200.0,02/2020,2020,No
389,133,133,2,Mastercard,Débito,5786593463189278,08/2024,58,SÍ,1,16330.0,01/2020,2020,No
390,133,133,3,Visa,Debit (Prepaid),4091173399720381,01/2020,916,NO,2,39.0,01/2020,2020,No
391,134,134,0,Mastercard,Crédito,5345794459975216,11/2007,412,SÍ,2,6400.0,11/2007,2011,No
392,134,134,1,Visa,Crédito,4897384992083944,05/2000,382,SÍ,1,3500.0,05/2000,2007,No
393,134,134,2,Visa,Débito,4171955938083789,04/2023,251,SÍ,1,12606.0,12/2018,2018,No
394,134,134,3,Visa,Débito,4906405312400640,02/2023,579,SÍ,1,9921.0,01/2018,2018,No
395,134,134,4,Visa,Debit (Prepaid),4176098872817204,05/2022,661,SÍ,2,96.0,08/2007,2009,No
396,134,134,5,Mastercard,Débito,5412244076346677,12/2024,594,SÍ,1,18964.0,02/2003,2009,No
397,135,135,0,Mastercard,Débito,5297260201877616,01/2024,580,SÍ,2,3711.0,04/2007,2013,No
398,136,136,0,Mastercard,Débito,5735792874705665,03/2023,748,NO,1,35279.0,02/2015,2015,No
399,136,136,1,Visa,Crédito,4863498051032543,07/2020,593,SÍ,2,13800.0,11/2008,2015,No
400,136,136,2,Mastercard,Débito,5489970186857774,02/2022,7,SÍ,2,24215.0,07/2002,2007,No
401,137,137,0,Visa,Crédito,4508109473981620,09/2024,763,SÍ,1,19400.0,11/2007,2010,No
402,137,137,1,Visa,Debit (Prepaid),4800041020887836,06/2020,59,SÍ,2,30.0,03/2005,2014,No
403,137,137,2,Visa,Débito,4144574679317199,03/2024,543,SÍ,2,17208.0,01/2010,2016,No
404,137,137,3,Mastercard,Crédito,5919854740342964,11/2004,604,SÍ,2,18300.0,01/2001,2011,No
405,137,137,4,Mastercard,Débito,5208447578218097,09/2021,126,SÍ,1,51012.0,02/2014,2014,No
406,137,137,5,Amex,Crédito,320735955126194,02/2019,686,SÍ,1,15000.0,01/2009,2011,No
407,138,138,0,Visa,Crédito,4325807240930443,04/2018,642,SÍ,1,7600.0,05/2006,2009,No
408,138,138,1,Mastercard,Débito,5672870607977288,11/2023,952,SÍ,2,8052.0,03/2005,2012,No
409,138,138,2,Mastercard,Crédito,5025018096886549,07/2024,783,SÍ,1,8600.0,03/2005,2007,No
410,138,138,3,Mastercard,Débito,5125159184089047,08/2020,945,SÍ,2,20128.0,10/2019,2019,No
411,138,138,4,Amex,Crédito,339948848081416,03/2023,643,SÍ,1,9000.0,07/2008,2013,No
412,138,138,5,Mastercard,Debit (Prepaid),5967922448022597,10/2020,849,SÍ,2,91.0,11/2011,2012,No
413,139,139,0,Amex,Crédito,313387157322526,12/2024,961,SÍ,1,6800.0,02/1996,2009,No
414,139,139,1,Mastercard,Debit (Prepaid),5287305063365339,07/2011,597,SÍ,1,93.0,05/2010,2010,No
415,139,139,2,Visa,Crédito,4511050153177271,01/2016,263,SÍ,2,9800.0,03/2013,2013,No
416,139,139,3,Visa,Crédito,4795565502176661,01/2021,731,SÍ,2,6700.0,06/2010,2011,No
417,140,140,0,Visa,Crédito,4515587053760939,05/2023,983,SÍ,1,9800.0,01/2006,2015,No
418,140,140,1,Visa,Débito,4185031026466058,01/2018,48,SÍ,2,24544.0,06/2006,2013,No
419,140,140,2,Mastercard,Débito,5835884730427367,05/2023,642,SÍ,1,22639.0,05/2008,2010,No
420,140,140,3,Discover,Crédito,6113979959799077,11/2023,899,SÍ,1,1100.0,07/2015,2015,No
421,140,140,4,Mastercard,Debit (Prepaid),5139150904667380,05/2016,509,SÍ,1,86.0,04/2013,2013,No
422,141,141,0,Visa,Débito,4574373333053393,08/2020,742,SÍ,2,2330.0,04/2010,2011,No
423,141,141,1,Visa,Crédito,4806267788873524,08/2020,289,SÍ,2,5900.0,02/2020,2020,No
424,142,142,0,Visa,Débito,4461391532392446,02/2020,981,SÍ,2,47372.0,12/2007,2008,No
425,142,142,1,Visa,Débito,4260012890373386,07/2022,447,NO,2,28127.0,05/2010,2010,No
426,142,142,2,Mastercard,Debit (Prepaid),5834771837829829,03/2010,553,SÍ,1,28.0,09/2006,2006,No
427,142,142,3,Visa,Débito,4955481558570019,03/2024,397,SÍ,2,62081.0,02/2020,2020,No
428,143,143,0,Amex,Crédito,303639878430454,11/2022,807,SÍ,1,5800.0,09/2011,2011,No
429,143,143,1,Visa,Crédito,4060113536623876,07/2016,408,SÍ,1,6700.0,07/2009,2009,No
430,143,143,2,Visa,Crédito,4646061658785929,02/2015,856,SÍ,1,6700.0,03/2006,2012,No
431,143,143,3,Mastercard,Débito,5040622566272530,07/2022,87,SÍ,2,1424.0,12/2004,2012,No
432,144,144,0,Mastercard,Debit (Prepaid),5214812311200288,07/2024,453,NO,1,58.0,02/2020,2020,No
433,144,144,1,Visa,Crédito,4996236791696784,05/2009,700,SÍ,2,19400.0,07/2006,2008,No
434,144,144,2,Visa,Débito,4634979930026450,05/2012,897,SÍ,2,4052.0,12/2010,2013,No
435,144,144,3,Visa,Crédito,4437020876913493,05/2010,955,SÍ,2,9300.0,04/2004,2010,No
436,145,145,0,Visa,Crédito,4862011857697370,05/2022,405,SÍ,1,9600.0,02/2020,2020,No
437,145,145,1,Mastercard,Débito,5702517198112781,02/2020,24,SÍ,1,16923.0,02/2020,2020,No
438,146,146,0,Mastercard,Crédito,5659013286075924,02/2020,777,SÍ,1,7700.0,01/2020,2020,No
439,147,147,0,Mastercard,Débito,5128972927503172,07/2022,466,SÍ,2,146.0,02/2020,2020,No
440,148,148,0,Mastercard,Débito,5677245240966697,03/2023,293,NO,1,12091.0,05/2009,2009,No
441,148,148,1,Mastercard,Débito,5854333169733349,11/2006,280,SÍ,2,11157.0,09/2006,2011,No
442,148,148,2,Visa,Crédito,4986381278679951,07/2010,21,SÍ,2,7100.0,12/2002,2012,No
443,148,148,3,Mastercard,Débito,5718135133841307,01/2012,915,SÍ,1,7612.0,08/2010,2011,No
444,148,148,4,Visa,Crédito,4973662128767227,12/2021,9,SÍ,2,6100.0,02/2013,2013,No
445,149,149,0,Visa,Débito,4724986483917889,07/2023,384,SÍ,2,27706.0,12/2008,2008,No
446,149,149,1,Mastercard,Debit (Prepaid),5651451840802358,04/2009,851,NO,2,45.0,03/2008,2009,No
447,149,149,2,Mastercard,Débito,5560330928676135,05/2021,732,NO,2,2046.0,02/2000,2008,No
448,149,149,3,Mastercard,Crédito,5078189663550754,10/2024,929,SÍ,1,17400.0,09/2012,2012,No
449,149,149,4,Mastercard,Débito,5243545849930026,05/2020,648,SÍ,1,26231.0,12/2008,2008,No
450,150,150,0,Visa,Crédito,4325487328684543,02/2009,692,SÍ,2,18300.0,06/2007,2010,No
451,150,150,1,Visa,Crédito,4759642688252595,05/2016,644,SÍ,2,13900.0,07/2001,2014,No
452,151,151,0,Mastercard,Crédito,5060071689988757,08/2022,113,SÍ,2,17200.0,06/1999,2013,No
453,151,151,1,Visa,Débito,4248867812400739,06/2023,619,SÍ,2,14217.0,10/2006,2012,No
454,151,151,2,Mastercard,Débito,5093901939500036,03/2024,472,SÍ,2,39533.0,04/2007,2016,No
455,151,151,3,Mastercard,Débito,5223300442168271,04/2023,262,SÍ,2,3141.0,08/2008,2013,No
456,151,151,4,Visa,Crédito,4941415000431974,11/2022,50,SÍ,2,12800.0,04/2014,2014,No
457,151,151,5,Mastercard,Débito,5431173218728279,01/2020,187,NO,1,38342.0,09/2010,2010,No
458,152,152,0,Mastercard,Crédito,5229402459571307,01/2020,704,SÍ,1,3000.0,01/2020,2020,No
459,153,153,0,Visa,Débito,4858818886878485,12/2020,125,NO,1,16486.0,02/2020,2020,No
460,154,154,0,Mastercard,Débito,5540073375174446,05/2024,684,SÍ,2,28868.0,01/2020,2020,No
461,154,154,1,Mastercard,Débito,5289314952826819,02/2021,998,SÍ,1,51836.0,01/2020,2020,No
462,155,155,0,Visa,Crédito,4588933671536303,09/2021,748,SÍ,2,8900.0,02/2020,2020,No
463,155,155,1,Mastercard,Crédito,5674179618380471,02/2020,303,SÍ,1,9900.0,02/2020,2020,No
464,155,155,2,Visa,Débito,4913369105929873,02/2020,711,SÍ,1,22935.0,01/2020,2020,No
465,155,155,3,Visa,Crédito,4729324689482423,10/2023,582,SÍ,2,7900.0,02/2020,2020,No
466,155,155,4,Mastercard,Débito,5076843052683212,02/2020,969,SÍ,1,17336.0,12/2014,2014,No
467,156,156,0,Visa,Débito,4130633556245301,03/2021,268,SÍ,2,20206.0,07/2011,2011,No
468,156,156,1,Visa,Crédito,4214195908881404,10/2023,598,SÍ,2,9900.0,01/2018,2018,No
469,156,156,2,Mastercard,Debit (Prepaid),5928394327706854,11/2021,853,NO,1,78.0,01/2012,2012,No
470,156,156,3,Mastercard,Débito,5538135650340797,05/2023,623,SÍ,1,17335.0,11/2010,2010,No
471,156,156,4,Visa,Crédito,4088292829841504,06/2024,140,SÍ,1,9700.0,01/2003,2020,No
472,157,157,0,Visa,Débito,4859980421504976,06/2021,971,NO,2,25048.0,12/2004,2010,No
473,157,157,1,Visa,Débito,4401743622113558,12/2014,322,SÍ,1,25214.0,03/2014,2014,No
474,157,157,2,Mastercard,Débito,5568521915813745,04/2023,226,SÍ,1,33580.0,02/2020,2020,No
475,158,158,0,Visa,Débito,4851242738517632,04/2013,684,NO,2,1952.0,03/2011,2011,No
476,159,159,0,Mastercard,Débito,5059388151009778,05/2023,996,SÍ,1,18491.0,07/2009,2011,No
477,159,159,1,Visa,Crédito,4822550416239709,02/2013,509,SÍ,1,9800.0,08/2010,2014,No
478,159,159,2,Mastercard,Crédito,5320022308833354,12/2021,92,SÍ,1,0.0,12/2009,2010,No
479,160,160,0,Mastercard,Débito,5097891088528736,09/2023,447,SÍ,1,5857.0,01/2011,2012,No
480,160,160,1,Visa,Débito,4459776057093772,06/2020,869,SÍ,2,10366.0,10/2007,2014,No
481,160,160,2,Visa,Débito,4017542226763671,01/2024,109,SÍ,1,10161.0,04/2004,2008,No
482,160,160,3,Mastercard,Débito,5148390223991031,04/2021,316,SÍ,2,9297.0,01/2005,2012,No
483,160,160,4,Visa,Débito,4898934131827425,09/2021,199,SÍ,1,12434.0,07/2003,2012,No
484,161,161,0,Mastercard,Débito,5943373604505748,04/2020,300,SÍ,2,29973.0,11/2010,2010,No
485,161,161,1,Visa,Débito,4284210826984108,02/2020,154,SÍ,2,25330.0,09/2015,2015,No
486,161,161,2,Visa,Débito,4093850742287208,04/2020,286,SÍ,2,52609.0,04/2006,2010,No
487,161,161,3,Visa,Crédito,4329687142518026,10/2020,827,SÍ,1,25200.0,12/2006,2016,No
488,162,162,0,Visa,Débito,4744876175071543,11/2022,747,SÍ,1,11832.0,12/1996,2007,No
489,162,162,1,Visa,Crédito,4152829240073093,08/2016,446,SÍ,1,5400.0,04/2008,2013,No
490,162,162,2,Mastercard,Débito,5754695413159461,01/2024,939,NO,1,3384.0,06/2009,2009,No
491,163,163,0,Mastercard,Débito,5287533090911331,04/2014,946,SÍ,1,13756.0,06/2012,2012,No
492,163,163,1,Mastercard,Débito,5761884540845430,06/2022,312,SÍ,1,9263.0,01/2006,2010,No
493,163,163,2,Mastercard,Débito,5903499521440697,12/2024,779,SÍ,1,16899.0,04/2014,2014,No
494,163,163,3,Visa,Crédito,4814691024249332,01/2022,424,SÍ,1,5700.0,06/2004,2012,No
495,163,163,4,Mastercard,Debit (Prepaid),5955075527372953,05/2021,513,SÍ,1,46.0,03/2007,2012,No
496,164,164,0,Mastercard,Crédito,5953949146709597,01/2024,474,SÍ,2,11400.0,02/2020,2020,No
497,165,165,0,Mastercard,Debit (Prepaid),5868862947419305,08/2022,245,SÍ,1,95.0,11/2011,2011,No
498,165,165,1,Mastercard,Crédito,5418163465826338,06/2023,559,SÍ,2,10700.0,02/2007,2015,No
499,165,165,2,Amex,Crédito,377302862567108,02/2024,524,SÍ,1,8700.0,06/2011,2011,No
500,165,165,3,Visa,Débito,4609477454357089,01/2022,347,SÍ,2,12150.0,06/2004,2008,No
501,166,166,0,Discover,Crédito,6617202891382002,03/2019,499,SÍ,1,7800.0,06/2017,2017,No
502,166,166,1,Visa,Débito,4863697166227070,10/2013,748,NO,1,13761.0,02/2013,2013,No
503,167,167,0,Visa,Débito,4525977155603081,06/2020,662,SÍ,2,45377.0,07/2010,2011,No
504,168,168,0,Mastercard,Débito,5168144985829715,01/2020,454,SÍ,1,18091.0,01/2020,2020,No
505,168,168,1,Mastercard,Débito,5081154452848669,12/2022,211,SÍ,1,14514.0,01/2020,2020,No
506,169,169,0,Mastercard,Crédito,5540056584502163,03/2022,749,SÍ,1,15900.0,02/2020,2020,No
507,169,169,1,Visa,Crédito,4089244507142221,12/2020,999,SÍ,1,13000.0,01/2020,2020,No
508,169,169,2,Visa,Débito,4084435358903514,09/2021,778,SÍ,2,17905.0,01/2020,2020,No
